,repository_name,linguagens
2372,node-qradar-audit-logs-middleware,JavaScript
2373,node-red-app,JavaScript
2374,node-red-contrib-db2-for-i,JavaScript
2375,node-red-contrib-ibm-igc,HTML
2376,node-red-contrib-ibm-mvi,JavaScript
2377,node-red-dsx-workflow,Jupyter Notebook
2378,node-red-tensorflowjs,JavaScript
2379,node-red-workshop-starter,
2380,node-s2i-openshift,JavaScript
2381,node-sdk-core,JavaScript
2382,node-swagger-ui-middleware,JavaScript
2383,nodejs-backend-for-frontend,JavaScript
2384,nodejs-cloudant,HTML
2385,nodejs-express-app,HTML
2386,nodejs-idb-connector,JavaScript
2387,nodejs-idb-pconnector,JavaScript
2388,nodejs-in-notebooks,Jupyter Notebook
2389,nodejs-in-the-cloud,
2390,nodejs-itoolkit,JavaScript
2391,nodejs-microservice,JavaScript
2392,nodejs-on-zos,JavaScript
2393,nodejs-react-app,JavaScript
2394,nodejs-starter,HTML
2395,nodejs-web-app,HTML
2396,NOVIA,C++
2397,npm_audit_fixer,Shell
2398,nps-kafka-twitter-streaming,Python
2399,nse-observer,Python
2400,number-crunching-python-tutorial,Python
2401,nvidia-cuda-driver,Shell
2402,nvme-disk-qualifier,Python
2403,NXLAT,Python
2404,ny-power,Python
2405,nz-adbc,C++
2406,nz-dbt,Python
2407,nz-lab,HTML
2408,nzalchemy,Python
2409,nzgo,Go
2410,nzpy,Python
2411,nzpyida,Python
2412,oas-overlay-java,Java
2413,objcache,Go
2414,object-detection-anki-overdrive-cars,Jupyter Notebook
2415,object-storage-encryption,Java
2416,object-storage-verification,Shell
2417,observation-majorana,Python
2418,oc-docker-s2i,Dockerfile
2419,occams-security,
2420,occupancy-insights-desk-sensors-tririga,
2421,ocean-tensor-package,C
2422,ocn-java,Java
2423,ocp-ipi-powervc,Go
2424,ocp-ipi-powervs,HCL
2425,ocp-linuxone-kvm,Shell
2426,OCP-Modernize-CIO-L3,
2427,ocp-ppc64le-operator-certification,Python
2428,ocp4-power-workload-tools,Python
2429,ocp4-upi-compute-powervs,HCL
2430,ocp4-upi-compute-powervs-ibmcloud,HCL
2431,oct-glaucoma-detection,Python
2432,oct-glaucoma-forecast,Python
2433,oct-glaucoma-global-visual-field,Python
2434,oct-glaucoma-vf-estimate,Python
2435,ode,HTML
2436,odi-utility-tool,
2437,offline_order_processing_during_pandemics,JavaScript
2438,og,Java
2439,oic-i-agentic-ai-tutorials,Python
2440,ollama-bar,Python
2441,omniauth-ibmid,Ruby
2442,oms-buc-customization,TypeScript
2443,oms-buc-customization-by-configuration,JavaScript
2444,oms-convey-integration,Java
2445,oms-oh-sample-store,TypeScript
2446,oms-payment-integration,Java
2447,oms-watsonx-starter-kit,TypeScript
2448,omxware-getting-started,Jupyter Notebook
2449,omxware-pypi-docs,
2450,onboarding-osb-node,TypeScript
2451,OneQA,
2452,online-alt-min,Python
2453,online_order_processing_during_pandemics,JavaScript
2454,onnx-mlir-serving,C++
2455,onnxmlir-triton-backend,C++
2456,onnxruntime-ep-telum,C++
2457,ontology-alignment,Python
2458,ontology-enriched-query-answering,Java
2459,OoD,Jupyter Notebook
2460,Open-Enterprise-SDK-for-Apache-Kafka,COBOL
2461,Open-KG-canonicalization,Python
2462,open-lakehouse-tools,
2463,Open-Liberty-Blockchain,Java
2464,open-liberty-security-verify-tutorial,HTML
2465,open-microfrontends,TypeScript
2466,open-power-sdk,
2467,open-prediction-service-hub,Python
2468,open-rangefeed,JavaScript
2469,open-rangefeed-controller,JavaScript
2470,open-service-broker-automation,Python
2471,open-source-service-lifecycle-mgmt,
2472,Open-source-tools-to-connect-and-control-your-Smart-home-via-MQTT-and-Bluetooth,
2473,openabe,Makefile
2474,openacc-openmp-tutorial,C
2475,openai-gym-ocaml,OCaml
2476,openapi-to-graphql,TypeScript
2477,openapi-validator,JavaScript
2478,OpenCryptographyKitC,C
2479,opencv-power,C++
2480,OpenJCEPlus,Java
2481,openkommander,Go
2482,openrpa,C#
2483,OpenShift-AI-Toolkit-Operator,Go
2484,openshift-gitops,
2485,openshift-log-forwarding,
2486,openshift-mongodb-enterprise-operator-example,JavaScript
2487,openshift-oadp-examples,Shell
2488,openshift-observability-with-blackbox-exporter,Shell
2489,openshift-on-ibm-cloud-workshops,Java
2490,openshift-profiler,
2491,openshift-rbac-scc,
2492,openshift-secure-external-connections-mongodb-enterprise,
2493,openshift-serverless-labs,
2494,openshift-serverless-nodejs-couchdb,JavaScript
2495,openshift-virt-on-vpc-bare-matal,Shell
2496,openshift-workshop-was,JavaScript
2497,openshift101,
2498,openshift201,
2499,opensource-ai-workshop,
2500,openstack-vim-driver,Python
2501,opentalaria,Go
2502,opentracing-istio-troubleshooting,Java
2503,OpenWhisk-on-Kubernetes,Shell
2504,openxl-compiler-tile,HCL
2505,oper8,Python
2506,operand-deployment-lifecycle-manager,Go
2507,operator-collection-sdk,Jinja
2508,operator-collection-sdk-vscode-extension,TypeScript
2509,operator-for-monetdb,Makefile
2510,operator-for-redis-cluster,Go
2511,operator-guild,
2512,operator-permission-advisor,Go
2513,operator-sample-go,Shell
2514,operator-sample-go-documentation,
2515,optflow-region-tracker,Jupyter Notebook
2516,optimal_intervention_plan,Python
2517,optimistic,Python
2518,optimize-procurement-and-inventory-with-ai,JavaScript
2519,optimized-number-theoretic-transform-implementations,C
2520,optimizing-precision-in-imbalanced-datasets,Python
2521,oqssa,Go
2522,orchestrate-adk-agent,Shell
2523,oscal-exchange-protocol,Python
2524,osipi-monitor-integration,JavaScript
2525,osnoise,C
2526,oss-ecosystem-gevent,
2527,oss-ecosystem-grpc,
2528,oss-ecosystem-jq,
2529,oss-ecosystem-kind,
2530,oss-ecosystem-opa,
2531,oss-ecosystem-snyk-cli,
2532,oss-rescan-storage-linux-udev,Shell
2533,osslm-ansible-resource-manager,Python
2534,osslm-docker-adaptor,Python
2535,osslm-OpenSourceMANO-adaptor,Python
2536,osslm-ucd-adaptor,Java
2537,OSSM-federation-zap-config,Shell
2538,ostl,Jupyter Notebook
2539,otc-pagerduty-broker,JavaScript
2540,otc-slack-broker,JavaScript
2541,otoc,Python
2542,otter-knowledge,Python
2543,ovn-kubernetes,
2544,ovsdb-etcd,Go
2545,owperf,JavaScript
2546,owplan,JavaScript
2547,p-kit,Python
2548,packer-plugin-ibmcloud,Go
2549,pacontentservicesapi,JavaScript
2550,page-lab,Python
2551,palmctl,
2552,pandasqlite,Python
2553,pandemic-management-system-using-cognosanalytics-on-aws,
2554,paper-device-colorimetric-analysis,Jupyter Notebook
2555,parallel-clique-enumeration,C++
2556,parallel-cycle-enumeration,C++
2557,Parameter-Seed-Set,PDDL
2558,parcopy,Haskell
2559,parl_agents,Python
2560,parl_annotations,PDDL
2561,parl_minigrid,Python
2562,pass,C
2563,pass-it,
2564,pathfinder-python-sdk,Python
2565,pattern-ci,Shell
2566,Pattern-GNN,Python
2567,pattern-utils,Shell
2568,paxapi,SCSS
2569,pca-deep-dive-using-watson-studio,Jupyter Notebook
2570,pcap-scrubber,
2571,PDDL-benchmark-ds-grammar,
2572,pddl-in-python,Python
2573,pddlrl,Python
2574,PDDLS,Python
2575,pddlsl,Python
2576,pde-deep-learning,Python
2577,pdreport,TypeScript
2578,PDSS,Jupyter Notebook
2579,pearson-agentic-ai-workshop,Jupyter Notebook
2580,PEF-RISC-V,C
2581,peft-geofm,Python
2582,pem-utilities,Java
2583,PEMStandard-BDAwithB2Bi,
2584,PeptideGeneralizationBenchmarks,Jupyter Notebook
2585,perf-sidecar-injector,Go
2586,perfect-chisel,Scala
2587,perform-crud-operations-using-crunchy-Postgresaql-for-kubernetes-operator-rhm,Jupyter Notebook
2588,permuted-bAbI-dialog-tasks,
2589,personal-wealth-portfolio-mgt-bot,CSS
2590,personas-llms-analysis,Jupyter Notebook
2591,PFASID,
2592,pfloat,C++
2593,PGP-client-checker-CVE-2021-33560,Python
2594,pgvector,
2595,pgxpoolprometheus,Go
2596,phone-stt-demo,JavaScript
2597,photorealistic-blocksworld,Python
2598,php-PDO_IBM-ibmi,C
2599,php-s2i-openshift,CSS
2600,pino-couch,JavaScript
2601,pixiedust-facebook-analysis,Jupyter Notebook
2602,planninganalyticsapi,JavaScript
2603,PlanningAnalyticsOS,
2604,PlasticNet,Python
2605,platform-services-go-sdk,Go
2606,platform-services-java-sdk,Java
2607,platform-services-node-sdk,JavaScript
2608,platform-services-python-sdk,Python
2609,platinum-demo-code-api-enabled-integration,Shell
2610,platinum-demo-code-cloud-native-integration,HTML
2611,platinum-demo-code-cp4icp4ba,Shell
2612,platinum-demo-code-eem,Shell
2613,platinum-demo-code-event-automation,Java
2614,platinum-demo-code-low-code-integration,Shell
2615,platinum-demos,
2616,platinum-demos-dl,
2617,platinum-demos-integration,
2618,playbook-integrity-collection,Python
2619,playbook-integrity-operator,Makefile
2620,plex,CSS
2621,pmlayer,Python
2622,POBS,
2623,PodcastDownloader,Python
2624,policy-control-operator,Go
2625,polymer_property_prediction,Python
2626,polynomial-large-scale-CNNs,
2627,PolyTransformer,
2628,Portfolio-compute,Python
2629,Portfolio-NewsAnchor,Python
2630,Portfolio-Optimize,Python
2631,Portfolio-TradeIt,HTML
2632,portieris,Go
2633,portlibfori,C
2634,power-access-cloud,Go
2635,power-aix-oracle-rac-asm,Perl
2636,power-aspera-server,HCL
2637,PoWER-BERT,Python
2638,power-device-plugin,Go
2639,power-dra-driver,Go
2640,power-openstack-k8s-volume-driver,Go
2641,power-ops,Jinja
2642,power-up,Python
2643,power-vpn-gateway,HCL
2644,power-vpn-server,HCL
2645,powerai,Shell
2646,powerai-counting-cars,Jupyter Notebook
2647,powerai-market-sentiment,Jupyter Notebook
2648,powerai-seti-signal-classification,Jupyter Notebook
2649,powerai-transfer-learning,Python
2650,powerai-vision-model-validation,Jupyter Notebook
2651,powerai-vision-object-detection,JavaScript
2652,Powerlifted-PSS,C++
2653,powervc-pluggable-storage,Python
2654,powervm-tang-server-automation,HCL
2655,powervs-mcp-server,Python
2656,powervs-scheduled-scaler,Python
2657,powervs-tang-server-automation,HCL
2658,powervs_watsonx_APIbased_nlp2sql_toolkit,JavaScript
2659,PowerVS_watsonx_SatelliteConnectorBasedToolkit,Python
2660,precipitation,Jupyter Notebook
2661,PrecisionAquaculture.jl,Jupyter Notebook
2662,predict-an-event-with-fairness-explainability-robustness-using-ai-360-toolkit,Jupyter Notebook
2663,predict-credit-risk-with-jupyter-on-cloud-pak-for-data,Jupyter Notebook
2664,predict-customer-spend-using-FPPredictPlus,
2665,predict-flight-delay-using-r4ml,Jupyter Notebook
2666,predict-fraud-using-auto-ai,Jupyter Notebook
2667,predict-home-value-using-go-and-db2-ai,HTML
2668,predict-home-value-using-watson-machine-learning-and-db2,Jupyter Notebook
2669,predict-insurance-charges-with-autoai,Jupyter Notebook
2670,Predict-loan-eligibility-using-IBM-Watson-Studio,Jupyter Notebook
2671,predict-opioid-prescribers,Jupyter Notebook
2672,predict-wildfire-intensity,JavaScript
2673,predicting-house-prices-using-netezza,Jupyter Notebook
2674,prediction-using-netezza-in-database-analytics-functions,
2675,Predictive-Industrial-Visual-Analysis,JavaScript
2676,Predictive-Market-Stress-Testing,Python
2677,predictive-market-using-arria,JavaScript
2678,predictive-model-on-watson-ml,HTML
2679,prepare-your-dataset-using-data-refinery-from-db2-cp4d,
2680,presto-101-lab,Shell
2681,presto-hudi-workshop,Dockerfile
2682,presto-iceberg-lab,Python
2683,presto-lakehouse,Dockerfile
2684,presto-native-lab,
2685,prettier-config-ibm,JavaScript
2686,prisma-schema-transformer,TypeScript
2687,privacy-aware-messaging-system,PLpgSQL
2688,private-data-collections-on-fabric,JavaScript
2689,PRM-status-healthcheck,
2690,proactive-healthcare-management-cpd-aws,
2691,probabilistic-federated-neural-matching,Python
2692,probzelus,OCaml
2693,process-images-derive-insights,Jupyter Notebook
2694,process-mining,HTML
2695,processmining,Python
2696,procurement-analysis-with-wks,JavaScript
2697,product-recommendation-with-watson-ml,Jupyter Notebook
2698,production-gitops,
2699,programming-language-classifier,Jupyter Notebook
2700,project-ai-services,Go
2701,project-documentation-template,JavaScript
2702,project-go-sdk,Go
2703,project-node-sdk,TypeScript
2704,project-pim,Python
2705,project-python-sdk,Python
2706,project-util,Java
2707,projections,TypeScript
2708,Project_CodeNet,Python
2709,prometheus-data-exporter,Python
2710,prometheus-db2-exporter,
2711,prometheus-metrics-server-simulator,Shell
2712,prompt-declaration-language,Python
2713,prompt-steering,Python
2714,protect-webapp-using-runtime-container-security,
2715,ptc-test,
2716,PublicRegulationFabric-Food-IBPV20,JavaScript
2717,publish-extension-webpack-plugin,JavaScript
2718,pulse-iot-wml-mobile-health,JavaScript
2719,purescale-demo,HTML
2720,push-notifications-go-sdk,Go
2721,pwa-lit-template,TypeScript
2722,py-flask-jwt,Python
2723,py-to-proto,Python
2724,py-zcrypto,C
2725,py3270,Python
2726,pychemex,
2727,pycloudmessenger,Python
2728,pycoq,Python
2729,pycos,Python
2730,pyCSM,Python
2731,pyds8k,Python
2732,pyflowgraph,Python
2733,pylspack,Python
2734,pymm,C++
2735,pymser,Jupyter Notebook
2736,pypeline,Python
2737,pyrolysis-prediction,Python
2738,pySigma-backend-QRadar-AQL,Python
2739,pySigma-backend-QRadar-KQL,
2740,pySigma_QRadar_base,Python
2741,pysvc,Python
2742,python-and-analytics,Jupyter Notebook
2743,python-appid-auth,Python
2744,python-calls-cobol-zos,
2745,python-django-app,HTML
2746,python-flask-app,HTML
2747,Python-Graph-MachineLearning,Jupyter Notebook
2748,python-itoolkit,Python
2749,python-json-log-formatter,Python
2750,python-log-router,Python
2751,python-sdk-core,Python
2752,python-ubi-openshift,Python
2753,python-versions-pz,Python
2754,python3-simplepam,Python
2755,python3_faas,Python
2756,pytorch-cifar10-in-ibm-cloud,Python
2757,pytorch-communication-benchmarks,Python
2758,pytorch-large-model-support,
2759,pytorch-on-watson-studio,Jupyter Notebook
2760,pytorch-on-z,
2761,pytorch-seq2seq,Python
2762,pytorchpipe,Python
2763,pyxcli,Python
2764,Q-CHIPP,Python
2765,qattn,Python
2766,QBioCode,Jupyter Notebook
2767,QCNN-FH-Classification,Python
2768,QEC-with-spin-qubits,Jupyter Notebook
2769,qfa,
2770,qgen-studio,JavaScript
2771,qjslib,JavaScript
2772,QMO,Python
2773,QMO-bench,Jupyter Notebook
2774,qna-with-rag-accelerator,
2775,qotd-author-service,JavaScript
2776,qotd-engraving-service,JavaScript
2777,qotd-image-service,JavaScript
2778,qotd-null,JavaScript
2779,qotd-pdf-service,JavaScript
2780,qotd-ratings-service,JavaScript
2781,qotd-usecase-generator,EJS
2782,qotd-web,JavaScript
2783,qpylib,Python
2784,qradar-aqlcodegen-app,Python
2785,qradar-mcp-server,Python
2786,qradar-misp-ioc-importer,Python
2787,qradar-monitor-device-events,Java
2788,qradar-multitenant-app,JavaScript
2789,qradar-sample-apps,Python
2790,qradar-sigma-app-samples,
2791,qradar-yara-app-samples,YARA
2792,qsc-ingress,Shell
2793,QSC-sign,JavaScript
2794,quality-controlled-paraphrase-generation,Python
2795,quantum-bayesian-estimation,Python
2796,quantum-careers,
2797,QuantumOps.jl,
2798,query-knowledge-base-with-domain-specific-documents,Jupyter Notebook
2799,queryPattern,JavaScript
2800,quickcd,Python
2801,quinto,TypeScript
2802,quote-service,JavaScript
2803,QuVINE,Jupyter Notebook
2804,qux360,Python
2805,qux360-demo,Svelte
2806,R-IBMDB,C++
2807,r2dbc-db2,
2808,r4ml-on-watson-studio,Jupyter Notebook
2809,Raabta-Trust-Donate,
2810,RADAR,Jupyter Notebook
2811,raft-fabric-sample,Shell
2812,rag-chunking-techniques,Jupyter Notebook
2813,rag-hpo-bench,Python
2814,raiden,Verilog
2815,raiden-python,HTML
2816,rainbow,Swift
2817,raksh,Go
2818,raksh-agent,Go
2819,ram-guards,Java
2820,RandomGraphEmbeddings,
2821,RandomStringEmbeddings,
2822,RandomWarpingSeries,MATLAB
2823,raven-large-language-models,Python
2824,rbac-in-k8s,Shell
2825,RCDP-barriers,
2826,react-carbon-theme-demo,JavaScript
2827,react-couchdb-store,JavaScript
2828,react-native-authentication-mobileApp,TypeScript
2829,react-native-authentication-mobileApp-verify,TypeScript
2830,reactive-code-workshop,Java
2831,reactive-components,Java
2832,reactive-messaging-quarkus-openshift-workshop,
2833,ReActXen,Python
2834,real-time-payments,JavaScript
2835,real-time-payments-chatbot,JavaScript
2836,Recognize-handwritten-digits-using-Neural-Networks-in-R,R
2837,recommender-with-watson-visual-recognition,TypeScript
2838,recurrent-chunked-models-regular-languages,Python
2839,Recurrent-Neural-Networks-using-TensorFlow-Keras,Jupyter Notebook
2840,red-hat-marketplace,Shell
2841,redstone,Python
2842,regen,Python
2843,regenerator,Python
2844,regex-but-with-words,JavaScript
2845,regex-learner,Python
2846,RegionViT,Python
2847,registry-va-workflow,JavaScript
2848,regression-optimization-code-pattern,Jupyter Notebook
2849,regression-transformer,Python
2850,reinforced-dialog-system-for-learning,Python
2851,remics,Python
2852,remote-sensing-image-retrieval,Python
2853,remotewrite-transformer,
2854,repo-status,Python
2855,repo-template,
2856,report-toolkit,JavaScript
2857,ReprogBERT,Python
2858,reprogrammble-FL,Python
2859,reprogrammer,Python
2860,resilient-java-microservices-with-istio,Shell
2861,resource-controller-go-sdk-generator,Go
2862,responsible-prompting-api,Jupyter Notebook
2863,responsible-prompting-course,Jupyter Notebook
2864,responsible-tech-api,HTML
2865,rest-client,Java
2866,rest-service,JavaScript
2867,rest-service-mimic,Go
2868,restconf-driver,Java
2869,Retention-Score,Python
2870,Retrieval-Enhanced-Transformer-Little,Python
2871,retrieval-table-augmentation,Python
2872,ReturnPropensity,Jupyter Notebook
2873,reverse-image-search,Jupyter Notebook
2874,reverse-image-search-gpu-studio,Jupyter Notebook
2875,rezolvr,Go
2876,rflowgraph,R
2877,rgan-demo-pytorch,Python
2878,rhm-crunchydb-operator-install-steps,
2879,rhm-eddi-operator,
2880,rhm-eddi-operator-deployment-steps,
2881,rhm-operator-deployment-steps,
2882,rhm-operator-poc,
2883,RIGID,Jupyter Notebook
2884,ring,Assembly
2885,risk-pddl,Python
2886,RKHS-Function-Estimation,Jupyter Notebook
2887,rl-constraint-agent,
2888,rl-testbed-for-energyplus,Python
2889,rl-testbed-for-textworld,
2890,rl4sc,
2891,RMF,TypeScript
2892,RNAseqAnalysisToolkit,Jupyter Notebook
2893,rocc-software,C
2894,rockml,Python
2895,roks-openshift-ai-da,HCL
2896,roks-try-it-da,HCL
2897,rotisserie,JavaScript
2898,route-reflector-operator,Go
2899,row-column-intersection,Python
2900,rpa-docs-feedback,
2901,rpf,C
2902,rpg-genai-data,
2903,rpm-specs-patches-for-ibmi,
2904,ruby-kubernetes-controller,Ruby
2905,ruby-sdk-core,Ruby
2906,RuDaS,NewLisp
2907,rulelearn,Python
2908,rules_extraction_from_healthcare_policy,Java
2909,run-campaigns-target-customers,Jupyter Notebook
2910,Runtime-Container-Security-for-Kube,
2911,rust-sdk-core,Rust
2912,s2i-open-liberty-workshop,Dockerfile
2913,s3-browser,
2914,s3-iam-cosi-driver,Go
2915,s390x-abi,TeX
2916,s3mem-go,Go
2917,S4_semantic_shift,Python
2918,sac-finetuning,Python
2919,sae-steering,Python
2920,safegate-app-with-joget-on-rhm,
2921,SafeLoRA,Python
2922,safety-goggles,Ruby
2923,sage,Python
2924,sail,Python
2925,SalesEnablement-COS-L3,Perl
2926,SalesEnablement-DL,
2927,SalesEnablement-ELMautomotive-L3,
2928,SalesEnablement-ELMhealthcare-L3,
2929,SalesEnablement-L3-Demo-Repo,
2930,SalesEnablement-L3-Guidance,
2931,SalesEnablement-L3-OpenShift,
2932,SalesEnablement-L3-test-repo2,
2933,SalesEnablement-L3-watsonx-AssistantForZ,
2934,SalesEnablement-L4-VPC-workloads,
2935,SalesEnablement-L4-watsonx-AssistantForZ,JavaScript
2936,SalesEnablement-PowerVS-L3,Perl
2937,SalesEnablement-Satellite-L3,Shell
2938,SalesEnablement-Satellite-L3-Sales,Shell
2939,SalesEnablement-Satellite-L3-TechSales,
2940,SalesEnablement-SCC-L3,Shell
2941,SalesEnablement-SCC-robot-shop-L3,
2942,SalesEnablement-SterlingDataExchange-L3,
2943,SalesEnablement-SterlingDataExchange-V2-L3,HTML
2944,SalesEnablement-test-repo,JavaScript
2945,SalesEnablement-VMware-L3,
2946,SalesEnablement-VMware-L3-draft,HTML
2947,SalesEnablement-Z-Db2-DataInsights-L3,
2948,SALMON,Python
2949,sample-app-gitops,Mustache
2950,sample-app-mod,JavaScript
2951,sample-apps,JavaScript
2952,sample-resource-service-brokers,Java
2953,sample-stix-bundles,
2954,sample-temperature-converter-app,JavaScript
2955,sample-temperature-converter-gitops,Smarty
2956,sample.microservices.schedule,Java
2957,sample.microservices.session,Java
2958,sample.microservices.speaker,Java
2959,sample.microservices.vote,Java
2960,sample.microservices.web-app,TypeScript
2961,sangam-bank,Jupyter Notebook
2962,SAP-Conversational-AI-To-Watson-Assistant-Converter,Python
2963,SAP-watsonx.Gov-Integration,Python
2964,SAPUI5-with-Watson-Assistant,JavaScript
2965,SAR2NDVI,Python
2966,sarama,Go
2967,SARS-CoV-2-Variant-Browser,JavaScript
2968,sast-using-sonarqube-in-tekton,
2969,satcon-client-go,Go
2970,satellite-config-example,Dockerfile
2971,satellite-config-subscription-update-action,
2972,satellite-config-upload-action,JavaScript
2973,satellite-iot,HTML
2974,satellite-link-database,
2975,satellite-link-example,HTML
2976,satellite-tracker,HTML
2977,sau-explore,Python
2978,SAX,Jupyter Notebook
2979,sax4bpm,Python
2980,sbom-concert-pipeline,
2981,sbom-utility,Go
2982,Scalable-Cassandra-deployment-on-Kubernetes,Shell
2983,scalable-compositional-generalization,Python
2984,Scalable-OrientDB-deployment-on-Kubernetes,
2985,Scalable-WordPress-deployment-on-Kubernetes,Shell
2986,Scale_System_PRECHECK_TOOL,Python
2987,scaling-apps-with-kafka,JavaScript
2988,scarfbench,Java
2989,scc-go-sdk,Go
2990,scc-java-sdk,Java
2991,scc-node-sdk,JavaScript
2992,scc-python-sdk,Python
2993,scc-tutorial-assets,
2994,scenoptic-for-optaplanner,Java
2995,SCERL,Inform 7
2996,scheduler-library,C
2997,schematics-go-sdk,Go
2998,schematics-java-sdk,Java
2999,schematics-node-sdk,TypeScript
3000,schematics-python-sdk,Python
3001,schematics-workspace-devops-toolchain,
3002,schematics-workspace-template,
3003,SCI-integrated-WeatherService,
3004,science-result-extractor,Java
3005,sciqa-arcade198-dataset,
3006,SCIS-Watsonx,
3007,SCLPsolver,Python
3008,scriptit,Python
3009,sdl2-gamecontroller,C++
3010,sds-go-sdk,Go
3011,seagoville-ai,HTML
3012,secret-common-lib,Go
3013,secret-map-dashboard,JavaScript
3014,secret-utils-lib,Go
3015,secrets-manager-custom-credentials-providers,Go
3016,secrets-manager-go-sdk,Go
3017,secrets-manager-java-sdk,Java
3018,secrets-manager-node-sdk,TypeScript
3019,secrets-manager-python-sdk,Python
3020,secure-and-personalize-your-app-using-appid,JavaScript
3021,secure-bitcoin-wallet,Python
3022,secure-chatbot-interactions-using-security-verify,HTML
3023,secure-perimeter,HCL
3024,secured-microservices-writing-to-a-consolidated-database,JavaScript
3025,SecuringArt-using-Blockchain-DigitalCertificates,JavaScript
3026,securitization_blockchain,JavaScript
3027,security-compliance-automation,Python
3028,security-verify-reactjs-tutorial,HTML
3029,seizure-type-classification-tuh,Python
3030,selective-dense-state-space-model,Python
3031,self-supervised-rule-learning,Python
3032,Selmate-a-customizable-test-automation-tool,Java
3033,Semantic-Search-for-Sustainable-Development,Python
3034,semanticflowgraph,Julia
3035,SemiStructuredEncoders,
3036,sensitive-subspace-robustness,Jupyter Notebook
3037,serverless-api-tekton-schematics,JavaScript
3038,serverless-functions-nodejs,JavaScript
3039,serverless-functions-python,Python
3040,serverless-functions-swift,Swift
3041,serverless-home-automation,JavaScript
3042,serverless-language-translation,JavaScript
3043,serverless-twitter-insights,Shell
3044,service-validator,Python
3045,ServiceNow-Guardium-Notification-Consumer,
3046,ServiceNow-Guardium-Vulnerability-Assessment,JavaScript
3047,setup-cpd-on-rosa,
3048,setup-python-pz,TypeScript
3049,setup-robin-cns,
3050,sevone-pot,
3051,sevone-solutions-sizing-sheet,
3052,sftp-only-container,Shell
3053,sharealedger-POC,
3054,shortest-optimal-downward,Python
3055,shortest-path-mechanism,Python
3056,sib,Python
3057,SIC,Python
3058,sifar-pytorch,Python
3059,signingserver,Java
3060,signoff-pxb,
3061,signoff-pxe,
3062,sim-search,
3063,simple-remoting-library,Java
3064,Simplify-Mainframe-application-deployments-using-Ansible,Jinja
3065,simpool,C++
3066,simulai,Python
3067,Simultaneous-diagonalization,Python
3068,Site-reliability-agent-SRA,
3069,Skills-academy-smartcontract-sample,Java
3070,skills-for-planning,Python
3071,slack-poll-app,JavaScript
3072,slack-watson-bot,JavaScript
3073,slack-wrench,TypeScript
3074,sliding-window-aggregators,C++
3075,sls-open-source-projects,
3076,smart-city-analytics,Jupyter Notebook
3077,smart-city-gateway,C++
3078,smart-email-support,JavaScript
3079,smart-home-mqtt-tools,C++
3080,SmartContractTrading-wFabric1-4-VSCodeExt,JavaScript
3081,smarteradvocacy-build-report,JavaScript
3082,smarteradvocacy-controller,HTML
3083,smarteradvocacy-couchdb,HTML
3084,smarteradvocacy-display-report,HTML
3085,smarteradvocacy-get-data,HTML
3086,smlp,Python
3087,sms-analysis-with-wks,CSS
3088,sms-spam-filter-using-hortonworks,Jupyter Notebook
3089,snap-and-translate,JavaScript
3090,snapboost-neurips,Python
3091,snapml,
3092,snapml-docs,
3093,snapml-examples,
3094,sno-on-ibm-cloud-vpc-ansible,Jinja
3095,soc-agentic-governance-engine,Python
3096,social-campaign-manager,JavaScript
3097,socket-io,C#
3098,socratic-logic,Python
3099,sofa-storage,Python
3100,soft-masked-diffusion-language-models,Python
3101,softlayer-tiny-tools,Python
3102,software-hub,
3103,software-networking-pot,JavaScript
3104,sol003-lifecycle-driver,Java
3105,sol005-lifecycle-driver,Java
3106,sol006-vnfd-handler,Python
3107,solsa,TypeScript
3108,solsa-examples,JavaScript
3109,solution-editor-vscode-extension,
3110,solution-test-samples,Python
3111,sonarqube,Shell
3112,sourceorbit,TypeScript
3113,space-app-challenge-tutorial,Jupyter Notebook
3114,space-data-centre,
3115,spacetech,
3116,spacetech-kubesat,Python
3117,spacetech-ssa,Python
3118,spacetech-stm,
3119,SPAHM,Jupyter Notebook
3120,span-selection-pretraining,Python
3121,spark-flight-sample,Java
3122,spark-labs-vscode-extension,
3123,Spark-on-zOS,
3124,spark-s3-shuffle,Scala
3125,spark-tekton,Scala
3126,spark-tpc-ds-performance-test,TSQL
3127,SparkMultiuserBenchmark,C
3128,sparksql-for-hbase,
3129,SpaRTA,Python
3130,spatial-lstm,Jupyter Notebook
3131,spbfs,R
3132,speakmin,C++
3133,spec-chop,Shell
3134,spec-exchange-ibmi,M4
3135,SpectralClustering_RandomBinning,MATLAB
3136,spectrum-installs,Shell
3137,spectrum-protect-sppmon,Python
3138,spectrum-scale-policy-scripts,Shell
3139,spectrum-virtualize-exporter,Go
3140,SpectrumScaleAutomation,Shell
3141,SpectrumScaleTools,Python
3142,SpectrumScale_ECE_CAPACITY_ESTIMATOR,Python
3143,SpectrumScale_ECE_OS_OVERVIEW,Python
3144,SpectrumScale_ECE_OS_READINESS,Python
3145,SpectrumScale_ECE_STORAGE_READINESS,Python
3146,SpectrumScale_ECE_tuned_profile,
3147,SpectrumScale_NETWORK_READINESS,C
3148,Spectrum_Discover_Application_SDK,Python
3149,Spectrum_Discover_App_Catalog,Python
3150,Spectrum_Discover_Example_Application,Python
3151,speculator,
3152,speech-customization-ui,HTML
3153,speech-to-text-code-pattern,JavaScript
